Steps,Policy/Entropy,Environment/Episode Length,Hit Ratio,Win Count,Win Ratio on Previous 5,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Is Training
93600,2.1013238,3.0625,0.0989513121796458,0.4044943820224719,0.003745318352059925,-0.92656636,1.5822891277306779,1.5822891277306779,194.55954,0.06317169,0.00024460623,1.0
96000,2.039883,3.05414551607445,0.09922272187444661,0.7085201793721974,0.004484304932735426,-0.79358363,3.297352786805179,3.297352786805179,776.9988,0.07164086,0.00024275527,1.0
98400,1.9513342,3.045685279187817,0.09932816678354907,1.2596899224806202,0.011627906976744186,-0.64973664,9.258515067687526,9.258515067687526,3187.4167,0.07001993,0.00024151804,1.0
100800,1.8690505,3.061224489795918,0.09857971146702767,2.0478260869565217,0.013043478260869565,-0.45880002,16.09909646745059,16.09909646745059,4088.3132,0.0686721,0.00024028322,1.0
103200,1.8049029,3.0694915254237287,0.09844712311603937,5.602409638554217,0.04819277108433735,-0.19719125,24.665930902553818,24.665930902553818,7577.9956,0.074826255,0.00023905386,1.0
105600,1.7419158,3.064406779661017,0.09852161913112617,7.577405857740586,0.03765690376569038,-0.082861245,24.670902653669906,24.670902653669906,8271.198,0.062135894,0.00023782147,1.0
108000,1.6738745,3.074576271186441,0.09878542639224636,13.914979757085021,0.1417004048582996,0.15718977,62.38794351453895,62.38794351453895,16882.531,0.077114664,0.00023596923,1.0
110400,1.546178,3.0676818950930627,0.09867177655299504,22.444444444444443,0.13409961685823754,0.6499307,81.10372623205186,81.10372623205186,30194.865,0.06255158,0.00023411763,1.0
112800,1.3901832,3.07679180887372,0.09877049309186271,36.6844262295082,0.27459016393442626,1.3949399,131.76575744759248,131.76575744759248,43572.22,0.078568526,0.00023288645,1.0
115200,1.1484375,3.064189189189189,0.09852507502763672,56.14601769911504,0.3274336283185841,2.6372495,191.09136548139116,191.09136548139116,59749.656,0.066965304,0.00023164805,1.0
117600,0.90975904,3.045608108108108,0.09908496868960998,84.63529411764706,0.5176470588235295,4.608764,259.3791389612082,259.3791389612082,80182.6,0.071729906,0.00023041804,1.0
120000,0.68943596,3.0489038785834737,0.09869629760583241,125.96888888888888,0.6844444444444444,7.399056,335.0942580981359,335.0942580981359,105071.06,0.082877934,0.00022918684,1.0
122400,0.49678817,3.03035413153457,0.09949735596421219,168.4047619047619,0.7817460317460317,11.364187,394.19309955745183,394.19309955745183,138164.34,0.06177762,0.00022734035,1.0
