Steps,Policy/Entropy,Environment/Episode Length,Hit Ratio,Win Count,Win Ratio on Previous 5,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Is Training
86400,4.2311044,7.1096345514950166,0.06986356889729962,30.9468085106383,0.22872340425531915,-2.6005385,17.944312844165538,17.944312844165538,230.82002,0.06523856,0.00024903961,1.0
88800,3.948045,5.6531791907514455,0.06695206568170435,39.666666666666664,0.2717948717948718,-1.7959758,20.897108653780364,20.897108653780364,303.7159,0.06587908,0.00024779164,1.0
91200,3.926982,6.269461077844311,0.07328302271735783,50.312820512820515,0.27692307692307694,-0.76353747,22.13790114912742,22.13790114912742,295.85358,0.073947236,0.00024593552,1.0
93600,3.3940735,4.016806722689076,0.07929666838509605,63.57446808510638,0.3404255319148936,0.14956293,24.425840822607277,24.425840822607277,291.17685,0.080319904,0.00024408243,1.0
96000,3.2944148,4.04862579281184,0.07769191534062138,81.54708520179372,0.40358744394618834,0.526538,23.97768767036293,23.97768767036293,362.65417,0.0674687,0.00024284764,1.0
98400,3.0774398,3.8979591836734695,0.08093988357770651,105.26637554585153,0.4497816593886463,1.3816634,26.520803983731085,26.520803983731085,365.98032,0.06629431,0.00024161044,1.0
100800,2.7772782,3.202090592334495,0.08108360701426863,129.956,0.464,1.7984452,27.40486058003013,27.40486058003013,324.87918,0.060817484,0.00024035764,1.0
103200,2.6389925,3.015151515151515,0.08504906341585577,160.26938775510203,0.4897959183673469,2.453905,28.26838905727444,28.26838905727444,347.9707,0.07347868,0.00023912765,1.0
105600,2.4451845,3.1727115716753023,0.08381909556656217,191.99588477366254,0.4732510288065844,2.8698905,29.604771749605547,29.604771749605547,361.41394,0.05913438,0.00023728053,1.0
108000,2.1171927,2.535820895522388,0.08885287968661841,226.79527559055117,0.5393700787401575,4.489564,30.3623878637478,30.3623878637478,290.91922,0.08698513,0.00023542445,1.0
110400,2.1716123,2.8129952456418383,0.08698663789145795,265.42292490118575,0.5138339920948617,5.0268235,31.37607693332122,31.37607693332122,305.4257,0.06282378,0.00023419385,1.0
112800,2.0501392,2.5294117647058822,0.08904882606630232,299.956862745098,0.5176470588235295,6.023936,30.389366846224842,30.389366846224842,259.30978,0.06218468,0.00023296445,1.0
115200,2.0891285,2.757433489827856,0.08780347910306231,336.1093117408907,0.5101214574898786,6.746826,31.437374705076216,31.437374705076216,237.03972,0.06361315,0.00023173024,1.0
117600,2.0373616,2.5368731563421827,0.08831008576160791,373.51428571428573,0.6,7.3978267,29.526203995960653,29.526203995960653,205.71,0.07640543,0.00023049784,1.0
120000,2.062908,2.5481481481481483,0.08993698921403848,418.8046875,0.55859375,8.261127,29.80147778211966,29.80147778211966,223.12234,0.06477773,0.00022864385,1.0
