Steps,Policy/Entropy,Environment/Episode Length,Hit Ratio,Win Count,Win Ratio on Previous 5,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Is Training
26400,5.49113,119.61111111111111,0.00882494225002387,2.0,0.058823529411764705,-6.037756,-132.2219531801012,-132.2219531801012,140.85721,0.07576437,0.0002854206,1.0
28800,5.4700823,137.72222222222223,0.003956861759755103,1.6470588235294117,0.0,-7.088174,-183.50701514412376,-183.50701514412376,330.13937,0.069772705,0.00028344092,1.0
31200,5.4777207,120.75,0.006042645986599382,1.7,0.05,-5.670507,-79.09475019999913,-79.09475019999913,163.5064,0.06166507,0.00028153323,1.0
33600,5.4848065,107.71428571428571,0.01016973441333643,2.238095238095238,0.047619047619047616,-7.1764126,-107.34895942324684,-107.34895942324684,148.89714,0.07698513,0.00028023843,1.0
36000,5.436942,136.52941176470588,0.01005020278834683,2.0,0.0,-7.596545,-107.30431102303898,-107.30431102303898,189.87874,0.070229866,0.0002789472,1.0
38400,5.4342103,116.42857142857143,0.006494477842352353,1.9,0.0,-8.623976,-114.33902102424985,-114.33902102424985,217.58917,0.062146664,0.00027769685,1.0
40800,5.443302,67.02777777777777,0.010483997786650434,2.1944444444444446,0.05555555555555555,-8.338195,-58.386924001905655,-58.386924001905655,228.48737,0.06638199,0.00027638764,1.0
43200,5.430824,86.38461538461539,0.011108463533067455,2.5,0.041666666666666664,-8.159124,-104.21343410932101,-104.21343410932101,155.86505,0.07273294,0.00027509223,1.0
45600,5.4282794,41.526315789473685,0.02107439893342626,3.8076923076923075,0.19230769230769232,-8.153778,-30.274561022457323,-30.274561022457323,540.9136,0.069592535,0.00027382802,1.0
48000,5.4445977,102.21739130434783,0.014704615470360626,3.9545454545454546,0.0,-8.649557,-87.29062855761984,-87.29062855761984,188.32999,0.06017892,0.00027185224,1.0
50400,5.417086,80.8125,0.01854231043216714,3.3125,0.09375,-8.370408,-46.69486278295517,-46.69486278295517,212.50484,0.08071561,0.00026998503,1.0
52800,5.38563,76.75,0.014495303093169171,3.230769230769231,0.038461538461538464,-9.455127,-67.90026208332607,-67.90026208332607,83.123314,0.07193186,0.00026869864,1.0
55200,5.3643193,56.69565217391305,0.01820254323294733,4.837209302325581,0.09302325581395349,-8.376578,-20.011061940504156,-20.011061940504156,88.05001,0.069310494,0.00026741822,1.0
57600,5.3602743,60.47222222222222,0.025233565661919248,5.794117647058823,0.058823529411764705,-8.553106,-47.183116836680306,-47.183116836680306,102.09533,0.07429198,0.0002661024,1.0
60000,5.379335,100.6896551724138,0.022109435875257797,4.068965517241379,0.034482758620689655,-9.777807,-54.053951542952966,-54.053951542952966,164.57776,0.059970018,0.0002648514,1.0
62400,5.286503,38.93333333333333,0.02721457509936667,3.973684210526316,0.15789473684210525,-9.501414,-38.699001513587106,-38.699001513587106,79.46277,0.06425827,0.0002636004,1.0
64800,5.302706,38.78333333333333,0.0267072937238241,5.509433962264151,0.05660377358490566,-9.009042,-20.385273059860605,-20.385273059860605,168.68663,0.07041473,0.00026234763,1.0
67200,5.344981,51.170212765957444,0.035130490156639695,5.608695652173913,0.043478260869565216,-8.975581,-32.010594865109056,-32.010594865109056,193.82684,0.067687295,0.0002604276,1.0
69600,5.30609,34.54545454545455,0.03526456331544113,6.131147540983607,0.04918032786885246,-8.388053,-13.970567350956932,-13.970567350956932,194.65332,0.06815714,0.0002584218,1.0
72000,5.2869105,37.953125,0.03671712909975105,5.932203389830509,0.06779661016949153,-8.436785,-12.287236869335175,-12.287236869335175,125.5001,0.05612122,0.00025717742,1.0
74400,5.1571584,32.75,0.03944029911081233,6.888888888888889,0.07936507936507936,-7.0725255,-13.67493056900361,-13.67493056900361,152.81944,0.06310289,0.00025594802,1.0
