Steps,Policy/Entropy,Environment/Episode Length,Hit Ratio,Win Count,Win Ratio on Previous 5,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Is Training
2400,5.544105,127.2,0.004086364079021702,0.0,0.0,-0.033689167,-100.73062033402293,-100.73062033402293,92.34082,0.06359271,0.00029869864,1.0
4800,5.543325,173.23076923076923,0.0028878987023535255,0.0,0.0,-0.5616457,-169.04000208928034,-169.04000208928034,104.75832,0.069491014,0.00029738882,1.0
7200,5.540361,96.0,0.0060694075509672984,0.0,0.0,-1.1574833,-85.85018569946288,-85.85018569946288,89.90872,0.06993503,0.000296151,1.0
9600,5.535642,101.56521739130434,0.005064206876103644,0.0,0.0,-1.985983,-95.67536851634149,-95.67536851634149,91.92206,0.077947624,0.00029489942,1.0
12000,5.5234118,82.10344827586206,0.007002825202452469,0.0,0.0,-2.6784282,-72.78535346327156,-72.78535346327156,83.28296,0.07216195,0.00029363998,1.0
14400,5.4898996,51.888888888888886,0.010836972026587573,0.0,0.0,-3.6884735,-45.83595583173964,-45.83595583173964,73.029976,0.07201486,0.0002923638,1.0
16800,5.4414973,42.67272727272727,0.012352112062959646,0.0,0.0,-4.5789824,-36.51241270412098,-36.51241270412098,55.92146,0.08377,0.00029113024,1.0
19200,5.3779006,33.166666666666664,0.015243714331786652,0.0,0.0,-5.4998665,-27.45687390045381,-27.45687390045381,41.4369,0.07417376,0.00028925703,1.0
21600,5.262003,24.397849462365592,0.019745071197692782,0.0,0.0,-6.2585936,-19.214917787846097,-19.214917787846097,27.241997,0.0789407,0.00028738382,1.0
24000,5.1541643,16.74074074074074,0.0301390505337622,0.0,0.0,-6.6708007,-12.144862220358492,-12.144862220358492,19.239838,0.083113484,0.00028615142,1.0
26400,4.9830127,12.374301675977653,0.03771696097231401,0.0,0.0,-6.7487087,-8.097628634967162,-8.097628634967162,11.014699,0.07875908,0.00028490342,1.0
28800,4.702185,9.508771929824562,0.0476236171780094,0.0,0.0,-6.729263,-5.274472852893497,-5.274472852893497,11.609595,0.09139492,0.00028367163,1.0
31200,4.297531,6.833333333333333,0.05558292898066465,0.0,0.0,-6.5154963,-2.7915085389965872,-2.7915085389965872,9.742717,0.10641217,0.0002824194,1.0
33600,3.8104784,5.055276381909548,0.07112183620814573,0.0,0.0,-5.834077,-1.110426167647044,-1.110426167647044,12.263468,0.08559485,0.00028056512,1.0
36000,3.2901585,4.059322033898305,0.08344417153697076,0.0,0.0,-4.9750957,-0.2180353780336018,-0.2180353780336018,10.583022,0.08414958,0.0002787204,1.0
38400,2.9346864,3.676413255360624,0.08929817914807549,0.0,0.0,-4.1741223,0.13993837401183726,0.13993837401183726,8.153957,0.06559564,0.00027749038,1.0
40800,2.7343266,3.555133079847909,0.09086543959117335,0.0,0.0,-3.4907463,0.24224962387410695,0.24224962387410695,5.1125145,0.060995933,0.00027625743,1.0
43200,2.57687,3.401834862385321,0.09340838240030919,0.0,0.0,-2.9471552,0.3890556068595396,0.3890556068595396,3.8577404,0.07002364,0.00027502203,1.0
45600,2.4243033,3.2740213523131674,0.09593056458460382,0.0,0.0,-2.4457967,0.5260793795135145,0.5260793795135145,2.579509,0.06695079,0.0002737914,1.0
48000,2.3349667,3.2393617021276597,0.09520543572098139,0.0,0.0,-2.0097685,0.5541946649972626,0.5541946649972626,1.3545175,0.071002,0.00027194343,1.0
50400,2.2340677,3.141868512110727,0.0976902898841017,0.0,0.0,-1.6562685,0.6563320054909109,0.6563320054909109,0.6454964,0.07223698,0.0002700918,1.0
52800,2.1672633,3.1323024054982818,0.09722222334572247,0.0,0.0,-1.3649062,0.6660156937351325,0.6660156937351325,0.35566056,0.06069233,0.0002688582,1.0
55200,2.0882175,3.136206896551724,0.09774058689382785,0.0,0.0,-1.1877509,0.6601470308057193,0.6601470308057193,0.24188586,0.087122045,0.00026762646,1.0
57600,1.983976,3.081771720613288,0.09820397575129206,0.0,0.0,-1.0457498,0.7172651974116864,0.7172651974116864,0.13164994,0.069803976,0.0002663886,1.0
